Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,_template_category
502,My modem stopped working and I still don't have a working connection. Thank you for looking into this.,2025-12-09,Dec-25,08:23,Customer Care Call,Dallas,TX,75201,Closed,No,Technical
503,"I have a question about a charge of $15 on my latest bill, could someone clarify it? I've already called twice about this exact issue.",2025-07-23,Jul-25,18:36,Internet,Nashville,TN,37201,Closed,No,Billing
504,"I cancelled my service two weeks ago and my $89.99 deposit still has not been refunded. No rush on this, whenever you get a chance is fine.",2026-04-03,Apr-26,02:24,Customer Care Call,Dallas,TX,75201,Solved,No,Financial
505,I want to cancel my subscription but keep getting transferred between departments. I am extremely frustrated at this point.,2026-02-19,Feb-26,02:05,Internet,Chicago,IL,60601,Closed,No,Others
506,"The promotional credit of $120 was never applied to my account as promised. I need this resolved immediately, I cannot wait any longer!",2026-02-09,Feb-26,08:56,Customer Care Call,Seattle,WA,98101,Closed,No,Financial
507,I'd like a technician to take a look at my router configuration when convenient.,2025-08-29,Aug-25,21:16,Internet,Denver,CO,80014,Pending,No,Technical
508,"My internet speed seems a little slower than what I'm paying for, could you check the line? Thank you for looking into this.",2025-02-25,Feb-25,00:49,Customer Care Call,Boston,MA,02101,Open,Yes,Technical
509,I requested a refund of $22.50 two days ago and have not received it yet. This has happened before and I don't want it to happen again.,2026-02-04,Feb-26,09:14,Internet,Baltimore,MD,21201,Closed,No,Financial
510,I had a fine experience overall but wanted to mention the hold time was a bit long. I've already called twice about this exact issue.,2025-01-30,Jan-25,01:42,Customer Care Call,Denver,CO,80014,Closed,No,Service
511,My modem stopped working and I still don't have a working connection. I would appreciate a quick response.,2026-04-01,Apr-26,04:44,Internet,Boston,MA,02101,Solved,No,Technical
512,My internet has been completely down for three weeks and no technician has shown up yet. I would appreciate a quick response.,2025-12-22,Dec-25,15:34,Internet,Baltimore,MD,21201,Open,No,Technical
513,The promotional credit of $65 was never applied to my account as promised. Please let me know as soon as possible.,2025-01-11,Jan-25,00:33,Internet,Seattle,WA,98101,Closed,No,Financial
514,My modem stopped working and I still don't have a working connection. Thank you for looking into this.,2026-05-04,May-26,09:00,Customer Care Call,San Diego,CA,92101,Closed,No,Technical
515,"Nobody has followed up with me after promising a callback a week ago, this is unacceptable. This is not urgent, just wanted to flag it.",2026-03-24,Mar-26,12:15,Internet,Chicago,IL,60601,Solved,No,Service
516,I would like to ask about the refund process for a canceled service. This has happened before and I don't want it to happen again.,2026-06-14,Jun-26,19:51,Customer Care Call,Miami,FL,33101,Closed,No,Financial
517,"My internet speed seems a little slower than what I'm paying for, could you check the line? Please let me know as soon as possible.",2025-10-24,Oct-25,03:40,Customer Care Call,Denver,CO,80014,Solved,No,Technical
518,I have been on hold for over an hour trying to reach customer support. I am extremely frustrated at this point.,2025-06-05,Jun-25,01:34,Internet,Springfield,IL,62701,Pending,Yes,Service
519,I requested a refund of $22.50 a month ago and have not received it yet. Thank you for looking into this.,2025-01-09,Jan-25,07:05,Internet,Dallas,TX,75201,Open,No,Financial
520,"I would like to ask about the refund process for a canceled service. No rush on this, whenever you get a chance is fine.",2026-05-26,May-26,11:29,Internet,San Diego,CA,92101,Closed,Yes,Financial
521,I have a general question about upgrading my current plan. I would appreciate a quick response.,2026-02-06,Feb-26,02:34,Customer Care Call,San Diego,CA,92101,Pending,No,Others
522,"I moved recently and need to update my service address, but the website won't let me. I am considering switching providers over this.",2025-01-13,Jan-25,03:49,Internet,Columbus,OH,43085,Solved,No,Others
523,Can someone confirm when my deposit will be returned after I closed my account? Thank you for looking into this.,2025-04-07,Apr-25,16:42,Internet,Dallas,TX,75201,Solved,No,Financial
524,I have been on hold for over an hour trying to reach customer support. Please let me know as soon as possible.,2025-02-13,Feb-25,23:59,Internet,Nashville,TN,37201,Closed,No,Service
525,Just leaving feedback that the chat support could be a little faster to respond.,2025-08-12,Aug-25,03:15,Customer Care Call,Columbus,OH,43085,Closed,Yes,Service
526,This is the second month in a row my bill is wrong by $40 and support keeps ignoring my emails.,2025-09-06,Sep-25,00:02,Customer Care Call,Chicago,IL,60601,Pending,No,Billing
527,I have called three days in a row and every representative gives me a different answer with no resolution. Thank you for looking into this.,2025-12-13,Dec-25,20:03,Internet,Austin,TX,73301,Closed,No,Service
528,I have been on hold for over an hour trying to reach customer support. Please let me know as soon as possible.,2025-08-27,Aug-25,10:35,Customer Care Call,Phoenix,AZ,85001,Solved,No,Service
529,"My monthly bill seems higher than usual this cycle, can you check the breakdown? I need this resolved immediately, I cannot wait any longer!",2025-09-14,Sep-25,01:31,Customer Care Call,Denver,CO,80014,Closed,No,Billing
530,I was billed for a package I never signed up for and it has taken three weeks to even get a reply. I am extremely frustrated at this point.,2026-04-25,Apr-26,08:55,Internet,Atlanta,GA,30301,Open,No,Billing
531,My internet connection keeps disconnecting every few minutes since yesterday. I have been a loyal customer for years and expected better.,2026-04-10,Apr-26,00:49,Customer Care Call,Atlanta,GA,30301,Pending,Yes,Technical
532,I had a fine experience overall but wanted to mention the hold time was a bit long. Please escalate this to a supervisor if needed.,2025-11-25,Nov-25,23:04,Customer Care Call,Miami,FL,33101,Pending,No,Service
533,I have called three weeks in a row and every representative gives me a different answer with no resolution. I would appreciate a quick response.,2026-02-24,Feb-26,20:20,Internet,Atlanta,GA,30301,Open,Yes,Service
534,I was charged $22.50 twice on my bill this month and would like it corrected. I've already called twice about this exact issue.,2025-07-26,Jul-25,03:31,Internet,Springfield,IL,62701,Open,Yes,Billing
535,"My connection drops every hour and I work from home, I cannot keep losing income like this. This has happened before and I don't want it to happen again.",2026-06-23,Jun-26,19:44,Customer Care Call,Phoenix,AZ,85001,Open,No,Technical
536,I would like to ask about the refund process for a canceled service.,2025-08-02,Aug-25,20:31,Internet,Baltimore,MD,21201,Solved,Yes,Financial
537,Nobody will process my $120 refund even though I have called two weeks in a row about it. I've already called twice about this exact issue.,2025-03-01,Mar-25,19:17,Internet,Atlanta,GA,30301,Open,No,Financial
538,"My bill shows a late fee even though I paid on time, please review my account.",2025-08-25,Aug-25,17:24,Internet,Austin,TX,73301,Pending,No,Billing
539,"My connection drops every hour and I work from home, I cannot keep losing income like this. I need this resolved immediately, I cannot wait any longer!",2026-03-02,Mar-26,23:06,Customer Care Call,Boston,MA,02101,Solved,No,Technical
540,I want to cancel my subscription but keep getting transferred between departments. Please let me know as soon as possible.,2026-02-16,Feb-26,16:21,Internet,Boston,MA,02101,Solved,No,Others
541,"I moved recently and need to update my service address, but the website won't let me. I've already called twice about this exact issue.",2026-02-27,Feb-26,20:27,Customer Care Call,Atlanta,GA,30301,Pending,No,Others
542,Nobody will process my $89.99 refund even though I have called a month in a row about it. I would appreciate a quick response.,2026-04-09,Apr-26,14:25,Internet,Atlanta,GA,30301,Open,No,Financial
543,"My connection drops every hour and I work from home, I cannot keep losing income like this. I would appreciate a quick response.",2025-11-04,Nov-25,07:13,Customer Care Call,Springfield,IL,62701,Open,No,Technical
544,"I moved recently and need to update my service address, but the website won't let me. Please escalate this to a supervisor if needed.",2025-06-08,Jun-25,03:02,Customer Care Call,Baltimore,MD,21201,Closed,No,Others
545,"I have been overcharged $40 for three weeks now and no one has fixed my billing statement. This is not urgent, just wanted to flag it.",2025-09-20,Sep-25,09:05,Customer Care Call,Miami,FL,33101,Pending,Yes,Billing
546,The agent was extremely rude to me on the phone and hung up before resolving my issue. Please let me know as soon as possible.,2025-04-08,Apr-25,19:41,Customer Care Call,Phoenix,AZ,85001,Open,No,Service
547,"My bill shows a late fee even though I paid on time, please review my account. I am extremely frustrated at this point.",2026-03-21,Mar-26,13:59,Internet,Atlanta,GA,30301,Pending,Yes,Billing
548,Just leaving feedback that the chat support could be a little faster to respond.,2026-06-21,Jun-26,01:20,Internet,Seattle,WA,98101,Closed,No,Service
549,This is the second month in a row my bill is wrong by $120 and support keeps ignoring my emails. I am considering switching providers over this.,2026-06-01,Jun-26,02:14,Customer Care Call,Phoenix,AZ,85001,Closed,No,Billing
550,This is the second month in a row my bill is wrong by $40 and support keeps ignoring my emails. Thank you for looking into this.,2025-02-20,Feb-25,17:25,Customer Care Call,Portland,OR,97201,Open,No,Billing
551,My internet has been completely down for a month and no technician has shown up yet. Please let me know as soon as possible.,2025-05-19,May-25,15:35,Internet,San Diego,CA,92101,Solved,No,Technical
552,The representative I spoke to was short with me and didn't answer my question. Please escalate this to a supervisor if needed.,2026-06-21,Jun-26,07:15,Internet,Dallas,TX,75201,Closed,No,Service
553,I cancelled my service two days ago and my $89.99 deposit still has not been refunded.,2026-02-28,Feb-26,13:23,Customer Care Call,Nashville,TN,37201,Pending,No,Financial
554,"I cancelled my service two days ago and my $120 deposit still has not been refunded. No rush on this, whenever you get a chance is fine.",2025-06-23,Jun-25,11:39,Customer Care Call,Seattle,WA,98101,Pending,No,Financial
555,"I was charged $210 twice on my bill this month and would like it corrected. This is not urgent, just wanted to flag it.",2026-01-18,Jan-26,04:48,Internet,Nashville,TN,37201,Open,Yes,Billing
556,Can someone confirm when my deposit will be returned after I closed my account? I've already called twice about this exact issue.,2025-10-22,Oct-25,00:21,Internet,Columbus,OH,43085,Closed,No,Financial
557,"My modem stopped working and I still don't have a working connection. I need this resolved immediately, I cannot wait any longer!",2025-08-05,Aug-25,06:34,Customer Care Call,Boston,MA,02101,Solved,No,Technical
558,I have been on hold for over an hour trying to reach customer support. I am considering switching providers over this.,2026-06-24,Jun-26,01:16,Internet,Portland,OR,97201,Open,No,Service
559,I was billed for a package I never signed up for and it has taken three weeks to even get a reply. I would appreciate a quick response.,2026-04-22,Apr-26,20:00,Internet,Springfield,IL,62701,Solved,No,Billing
560,The representative I spoke to was short with me and didn't answer my question. I've already called twice about this exact issue.,2025-01-20,Jan-25,09:55,Customer Care Call,Austin,TX,73301,Pending,No,Service
561,My internet has been completely down for two days and no technician has shown up yet. I am extremely frustrated at this point.,2026-06-29,Jun-26,02:11,Internet,Phoenix,AZ,85001,Solved,Yes,Technical
562,"My monthly bill seems higher than usual this cycle, can you check the breakdown? I am extremely frustrated at this point.",2026-02-07,Feb-26,23:10,Internet,Phoenix,AZ,85001,Closed,No,Billing
563,Nobody will process my $40 refund even though I have called three days in a row about it. I have been a loyal customer for years and expected better.,2025-03-05,Mar-25,20:16,Customer Care Call,Seattle,WA,98101,Open,No,Financial
564,I would like to ask about the refund process for a canceled service. This has happened before and I don't want it to happen again.,2025-03-31,Mar-25,23:24,Internet,Denver,CO,80014,Solved,No,Financial
565,"My connection drops every hour and I work from home, I cannot keep losing income like this. Please escalate this to a supervisor if needed.",2026-04-05,Apr-26,17:08,Internet,Atlanta,GA,30301,Pending,No,Technical
566,"Could you send me information about available add-on packages? I need this resolved immediately, I cannot wait any longer!",2026-06-21,Jun-26,04:27,Internet,Baltimore,MD,21201,Pending,No,Others
567,I was charged $89.99 twice on my bill this month and would like it corrected.,2025-11-22,Nov-25,04:46,Internet,Denver,CO,80014,Closed,No,Billing
568,"I have tried to cancel my account for two weeks and keep getting transferred with no resolution. I need this resolved immediately, I cannot wait any longer!",2025-10-08,Oct-25,04:49,Internet,Baltimore,MD,21201,Open,No,Others
569,I was billed for a package I never signed up for and it has taken three weeks to even get a reply. Please escalate this to a supervisor if needed.,2025-08-25,Aug-25,19:14,Internet,Seattle,WA,98101,Open,No,Billing
570,"My bill shows a late fee even though I paid on time, please review my account. Please let me know as soon as possible.",2026-04-26,Apr-26,22:41,Customer Care Call,Boston,MA,02101,Pending,No,Billing
571,"My modem stopped working and I still don't have a working connection. This is not urgent, just wanted to flag it.",2025-02-03,Feb-25,13:48,Internet,Miami,FL,33101,Closed,No,Technical
572,"I would like to ask about the refund process for a canceled service. No rush on this, whenever you get a chance is fine.",2025-03-09,Mar-25,05:59,Customer Care Call,Miami,FL,33101,Solved,No,Financial
573,I want to cancel my subscription but keep getting transferred between departments. I am considering switching providers over this.,2025-02-12,Feb-25,19:47,Customer Care Call,San Diego,CA,92101,Closed,No,Others
574,I had a fine experience overall but wanted to mention the hold time was a bit long. Please escalate this to a supervisor if needed.,2026-06-22,Jun-26,20:56,Internet,Boston,MA,02101,Open,No,Service
575,My internet connection keeps disconnecting every few minutes since yesterday. I have been a loyal customer for years and expected better.,2026-02-10,Feb-26,23:02,Customer Care Call,Boston,MA,02101,Open,No,Technical
576,"The promotional credit of $65 was never applied to my account as promised. No rush on this, whenever you get a chance is fine.",2025-10-20,Oct-25,14:10,Customer Care Call,Columbus,OH,43085,Closed,Yes,Financial
577,I have been on hold for over an hour trying to reach customer support. I've already called twice about this exact issue.,2026-04-08,Apr-26,02:46,Internet,Nashville,TN,37201,Pending,No,Service
578,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2026-04-10,Apr-26,18:57,Internet,Denver,CO,80014,Solved,Yes,Technical
579,"Can someone confirm when my deposit will be returned after I closed my account? I need this resolved immediately, I cannot wait any longer!",2025-06-17,Jun-25,22:46,Internet,San Diego,CA,92101,Open,Yes,Financial
580,I have been on hold for over an hour trying to reach customer support.,2026-01-29,Jan-26,23:50,Internet,Boston,MA,02101,Solved,No,Service
581,I was charged $22.50 twice on my bill this month and would like it corrected. Please escalate this to a supervisor if needed.,2025-06-03,Jun-25,05:55,Internet,Columbus,OH,43085,Pending,Yes,Billing
582,"I'd like a technician to take a look at my router configuration when convenient. No rush on this, whenever you get a chance is fine.",2025-10-23,Oct-25,20:11,Internet,Phoenix,AZ,85001,Pending,No,Technical
583,"I have a question about a charge of $210 on my latest bill, could someone clarify it?",2026-05-25,May-26,15:34,Internet,Phoenix,AZ,85001,Solved,No,Billing
584,I would like to ask about the refund process for a canceled service. Thank you for looking into this.,2026-03-29,Mar-26,02:38,Internet,Chicago,IL,60601,Pending,No,Financial
585,I had a fine experience overall but wanted to mention the hold time was a bit long. I've already called twice about this exact issue.,2025-02-20,Feb-25,05:09,Internet,Miami,FL,33101,Closed,Yes,Service
586,This is the second month in a row my bill is wrong by $15 and support keeps ignoring my emails. Please escalate this to a supervisor if needed.,2025-11-02,Nov-25,10:58,Internet,Columbus,OH,43085,Open,Yes,Billing
587,I'd like a technician to take a look at my router configuration when convenient. This has happened before and I don't want it to happen again.,2025-07-01,Jul-25,14:47,Customer Care Call,Seattle,WA,98101,Open,Yes,Technical
588,I have called a week in a row and every representative gives me a different answer with no resolution. I am considering switching providers over this.,2025-03-11,Mar-25,13:53,Internet,Columbus,OH,43085,Closed,No,Service
589,I have been overcharged $120 for several months now and no one has fixed my billing statement. I would appreciate a quick response.,2026-06-24,Jun-26,13:33,Internet,Atlanta,GA,30301,Pending,Yes,Billing
590,I have been overcharged $120 for a month now and no one has fixed my billing statement. I have been a loyal customer for years and expected better.,2026-05-11,May-26,23:44,Customer Care Call,Austin,TX,73301,Solved,No,Billing
591,I requested a refund of $89.99 three weeks ago and have not received it yet. I am extremely frustrated at this point.,2025-05-13,May-25,19:36,Customer Care Call,Baltimore,MD,21201,Solved,No,Financial
592,"Nobody has followed up with me after promising a callback three days ago, this is unacceptable. I need this resolved immediately, I cannot wait any longer!",2025-07-18,Jul-25,00:07,Internet,Seattle,WA,98101,Solved,Yes,Service
593,The agent was extremely rude to me on the phone and hung up before resolving my issue. Please escalate this to a supervisor if needed.,2026-02-28,Feb-26,01:21,Customer Care Call,Chicago,IL,60601,Pending,Yes,Service
594,Just leaving feedback that the chat support could be a little faster to respond. I would appreciate a quick response.,2025-03-11,Mar-25,09:19,Customer Care Call,San Diego,CA,92101,Open,Yes,Service
595,"I have been on hold for over an hour trying to reach customer support. I need this resolved immediately, I cannot wait any longer!",2025-01-30,Jan-25,05:12,Customer Care Call,Portland,OR,97201,Closed,No,Service
596,"I moved recently and need to update my service address, but the website won't let me. This has happened before and I don't want it to happen again.",2026-05-09,May-26,04:40,Customer Care Call,Denver,CO,80014,Closed,No,Others
597,I have called a month in a row and every representative gives me a different answer with no resolution.,2026-06-18,Jun-26,09:36,Customer Care Call,Columbus,OH,43085,Open,No,Service
598,"My connection drops every hour and I work from home, I cannot keep losing income like this. No rush on this, whenever you get a chance is fine.",2025-03-09,Mar-25,04:17,Internet,Atlanta,GA,30301,Closed,No,Technical
599,I had a fine experience overall but wanted to mention the hold time was a bit long. Please escalate this to a supervisor if needed.,2026-02-03,Feb-26,05:38,Internet,Portland,OR,97201,Closed,No,Service
600,The agent was extremely rude to me on the phone and hung up before resolving my issue.,2025-09-01,Sep-25,11:28,Customer Care Call,Phoenix,AZ,85001,Pending,No,Service
601,This is the second month in a row my bill is wrong by $40 and support keeps ignoring my emails.,2025-07-26,Jul-25,02:28,Internet,San Diego,CA,92101,Solved,No,Billing
602,I was billed for a package I never signed up for and it has taken a month to even get a reply. I've already called twice about this exact issue.,2025-11-14,Nov-25,10:09,Internet,Boston,MA,02101,Pending,No,Billing
603,"The agent was extremely rude to me on the phone and hung up before resolving my issue. I need this resolved immediately, I cannot wait any longer!",2026-06-19,Jun-26,03:00,Customer Care Call,Columbus,OH,43085,Open,Yes,Service
604,I cancelled my service two days ago and my $15 deposit still has not been refunded. I have been a loyal customer for years and expected better.,2025-11-16,Nov-25,00:36,Customer Care Call,San Diego,CA,92101,Pending,No,Financial
605,I was billed for a package I never signed up for and it has taken a week to even get a reply. I have been a loyal customer for years and expected better.,2026-03-28,Mar-26,21:07,Customer Care Call,Atlanta,GA,30301,Pending,No,Billing
606,I requested a refund of $15 three weeks ago and have not received it yet. I have been a loyal customer for years and expected better.,2025-04-15,Apr-25,06:34,Customer Care Call,Boston,MA,02101,Closed,No,Financial
607,This is the second month in a row my bill is wrong by $120 and support keeps ignoring my emails. I would appreciate a quick response.,2025-09-08,Sep-25,05:04,Customer Care Call,Portland,OR,97201,Closed,No,Billing
608,I was charged $15 twice on my bill this month and would like it corrected. This has happened before and I don't want it to happen again.,2025-04-19,Apr-25,12:03,Internet,Springfield,IL,62701,Solved,No,Billing
609,I was billed for a package I never signed up for and it has taken three weeks to even get a reply. This has happened before and I don't want it to happen again.,2026-04-02,Apr-26,19:22,Customer Care Call,Columbus,OH,43085,Closed,No,Billing
610,The agent was extremely rude to me on the phone and hung up before resolving my issue. I have been a loyal customer for years and expected better.,2026-04-22,Apr-26,18:08,Internet,Austin,TX,73301,Solved,Yes,Service
611,"My internet connection keeps disconnecting every few minutes since yesterday. I need this resolved immediately, I cannot wait any longer!",2026-04-22,Apr-26,15:14,Internet,San Diego,CA,92101,Pending,No,Technical
612,"I moved recently and need to update my service address, but the website won't let me. I need this resolved immediately, I cannot wait any longer!",2025-12-05,Dec-25,10:29,Customer Care Call,Baltimore,MD,21201,Open,Yes,Others
613,My modem stopped working and I still don't have a working connection. Thank you for looking into this.,2025-06-24,Jun-25,09:49,Customer Care Call,Columbus,OH,43085,Pending,Yes,Technical
614,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2025-03-14,Mar-25,09:34,Customer Care Call,Atlanta,GA,30301,Solved,No,Technical
615,Can someone confirm when my deposit will be returned after I closed my account? Please let me know as soon as possible.,2026-01-29,Jan-26,02:21,Internet,Phoenix,AZ,85001,Solved,No,Financial
616,"This is the third technician appointment that has been missed and I still have no service. I need this resolved immediately, I cannot wait any longer!",2025-06-27,Jun-25,21:42,Internet,Miami,FL,33101,Solved,Yes,Technical
617,"My connection drops every hour and I work from home, I cannot keep losing income like this. I have been a loyal customer for years and expected better.",2026-04-01,Apr-26,05:19,Customer Care Call,Austin,TX,73301,Open,Yes,Technical
618,I have been on hold for over an hour trying to reach customer support. I've already called twice about this exact issue.,2025-12-02,Dec-25,15:41,Internet,Chicago,IL,60601,Open,No,Service
619,"Nobody has followed up with me after promising a callback several months ago, this is unacceptable. This has happened before and I don't want it to happen again.",2025-01-01,Jan-25,04:42,Internet,San Diego,CA,92101,Solved,No,Service
620,"Nobody will process my $89.99 refund even though I have called two weeks in a row about it. This is not urgent, just wanted to flag it.",2025-11-21,Nov-25,09:36,Customer Care Call,Miami,FL,33101,Solved,No,Financial
621,Nobody can tell me why my account was suspended without any notice two days ago. Please escalate this to a supervisor if needed.,2026-02-18,Feb-26,04:54,Customer Care Call,Boston,MA,02101,Open,No,Others
622,"I moved recently and need to update my service address, but the website won't let me. I need this resolved immediately, I cannot wait any longer!",2026-01-03,Jan-26,03:55,Customer Care Call,Boston,MA,02101,Open,No,Others
623,I'd like a technician to take a look at my router configuration when convenient. This has happened before and I don't want it to happen again.,2026-01-27,Jan-26,12:24,Customer Care Call,Atlanta,GA,30301,Pending,No,Technical
624,My modem stopped working and I still don't have a working connection. I am considering switching providers over this.,2026-01-04,Jan-26,13:09,Customer Care Call,Columbus,OH,43085,Pending,No,Technical
625,"I have a question about a charge of $120 on my latest bill, could someone clarify it? Please let me know as soon as possible.",2026-05-14,May-26,21:27,Internet,Dallas,TX,75201,Open,No,Billing
626,Just leaving feedback that the chat support could be a little faster to respond. Thank you for looking into this.,2026-03-12,Mar-26,19:11,Customer Care Call,Baltimore,MD,21201,Solved,No,Service
627,Nobody will process my $22.50 refund even though I have called three days in a row about it. I am considering switching providers over this.,2025-01-08,Jan-25,18:31,Internet,Portland,OR,97201,Closed,No,Financial
628,I have tried to cancel my account for a week and keep getting transferred with no resolution.,2026-05-10,May-26,22:23,Internet,Springfield,IL,62701,Solved,Yes,Others
629,This is the second month in a row my bill is wrong by $120 and support keeps ignoring my emails. I've already called twice about this exact issue.,2025-10-14,Oct-25,14:33,Internet,San Diego,CA,92101,Open,No,Billing
630,My modem stopped working and I still don't have a working connection. This has happened before and I don't want it to happen again.,2025-11-16,Nov-25,19:03,Customer Care Call,Austin,TX,73301,Open,No,Technical
631,"My internet connection keeps disconnecting every few minutes since yesterday. I need this resolved immediately, I cannot wait any longer!",2026-03-08,Mar-26,11:51,Customer Care Call,Atlanta,GA,30301,Closed,No,Technical
632,"My monthly bill seems higher than usual this cycle, can you check the breakdown? I would appreciate a quick response.",2025-09-24,Sep-25,01:40,Customer Care Call,Dallas,TX,75201,Pending,Yes,Billing
633,"The representative I spoke to was short with me and didn't answer my question. I need this resolved immediately, I cannot wait any longer!",2025-01-28,Jan-25,09:31,Internet,Portland,OR,97201,Pending,Yes,Service
634,Could you send me information about available add-on packages? Please let me know as soon as possible.,2025-10-15,Oct-25,08:54,Customer Care Call,Portland,OR,97201,Open,Yes,Others
635,"My connection drops every hour and I work from home, I cannot keep losing income like this. Please let me know as soon as possible.",2026-04-03,Apr-26,11:51,Internet,Nashville,TN,37201,Closed,No,Technical
636,My modem stopped working and I still don't have a working connection. I've already called twice about this exact issue.,2025-12-18,Dec-25,02:09,Internet,Springfield,IL,62701,Solved,No,Technical
637,I have called a month in a row and every representative gives me a different answer with no resolution. Thank you for looking into this.,2025-06-21,Jun-25,06:36,Customer Care Call,Dallas,TX,75201,Open,No,Service
638,I have called two days in a row and every representative gives me a different answer with no resolution. Please let me know as soon as possible.,2026-02-13,Feb-26,15:19,Customer Care Call,Phoenix,AZ,85001,Pending,No,Service
639,I have been on hold for over an hour trying to reach customer support. I would appreciate a quick response.,2026-06-28,Jun-26,13:00,Customer Care Call,Denver,CO,80014,Solved,No,Service
640,The representative I spoke to was short with me and didn't answer my question.,2026-06-29,Jun-26,20:22,Customer Care Call,Austin,TX,73301,Closed,No,Service
641,I requested a refund of $210 two days ago and have not received it yet. I would appreciate a quick response.,2026-02-05,Feb-26,14:49,Internet,Nashville,TN,37201,Pending,No,Financial
642,The representative I spoke to was short with me and didn't answer my question. I have been a loyal customer for years and expected better.,2025-01-09,Jan-25,02:00,Customer Care Call,Springfield,IL,62701,Open,Yes,Service
643,"I have been on hold for over an hour trying to reach customer support. I need this resolved immediately, I cannot wait any longer!",2025-09-15,Sep-25,06:02,Internet,Seattle,WA,98101,Open,Yes,Service
644,"I have tried to cancel my account for several months and keep getting transferred with no resolution. This is not urgent, just wanted to flag it.",2025-05-05,May-25,22:07,Internet,Portland,OR,97201,Pending,No,Others
645,"The representative I spoke to was short with me and didn't answer my question. No rush on this, whenever you get a chance is fine.",2025-04-24,Apr-25,22:11,Customer Care Call,Denver,CO,80014,Closed,No,Service
646,The representative I spoke to was short with me and didn't answer my question. Thank you for looking into this.,2025-10-11,Oct-25,13:44,Customer Care Call,Baltimore,MD,21201,Closed,No,Service
647,I have called several months in a row and every representative gives me a different answer with no resolution.,2026-02-02,Feb-26,10:03,Customer Care Call,Chicago,IL,60601,Closed,No,Service
648,My internet connection keeps disconnecting every few minutes since yesterday. Please escalate this to a supervisor if needed.,2025-07-02,Jul-25,20:31,Internet,Chicago,IL,60601,Pending,No,Technical
649,I would like to ask about the refund process for a canceled service. Thank you for looking into this.,2025-09-23,Sep-25,03:02,Internet,Dallas,TX,75201,Open,No,Financial
650,I have called two weeks in a row and every representative gives me a different answer with no resolution. Please let me know as soon as possible.,2025-01-01,Jan-25,01:42,Customer Care Call,Nashville,TN,37201,Closed,No,Service
651,I have been on hold for over an hour trying to reach customer support.,2026-05-18,May-26,15:27,Customer Care Call,Boston,MA,02101,Open,No,Service
652,"I have a question about a charge of $120 on my latest bill, could someone clarify it? No rush on this, whenever you get a chance is fine.",2025-05-05,May-25,18:34,Customer Care Call,Phoenix,AZ,85001,Closed,No,Billing
653,"My internet speed seems a little slower than what I'm paying for, could you check the line?",2025-12-15,Dec-25,02:53,Customer Care Call,Atlanta,GA,30301,Closed,No,Technical
654,This is the second month in a row my bill is wrong by $15 and support keeps ignoring my emails. This has happened before and I don't want it to happen again.,2025-11-03,Nov-25,22:24,Internet,Miami,FL,33101,Closed,No,Billing
655,"My bill shows a late fee even though I paid on time, please review my account. I need this resolved immediately, I cannot wait any longer!",2025-05-24,May-25,01:12,Internet,Miami,FL,33101,Pending,No,Billing
656,Nobody will process my $210 refund even though I have called three weeks in a row about it. This has happened before and I don't want it to happen again.,2026-05-27,May-26,17:53,Customer Care Call,Seattle,WA,98101,Open,Yes,Financial
657,"I cancelled my service several months ago and my $40 deposit still has not been refunded. I need this resolved immediately, I cannot wait any longer!",2026-02-20,Feb-26,03:13,Customer Care Call,Springfield,IL,62701,Pending,No,Financial
658,I have tried to cancel my account for a month and keep getting transferred with no resolution. Please let me know as soon as possible.,2025-01-20,Jan-25,15:58,Internet,Phoenix,AZ,85001,Pending,No,Others
659,"I have a question about a charge of $120 on my latest bill, could someone clarify it? I would appreciate a quick response.",2025-04-10,Apr-25,14:39,Internet,Columbus,OH,43085,Open,Yes,Billing
660,I have been overcharged $89.99 for several months now and no one has fixed my billing statement. Please escalate this to a supervisor if needed.,2025-03-06,Mar-25,06:27,Customer Care Call,Miami,FL,33101,Solved,No,Billing
661,I have been overcharged $120 for three weeks now and no one has fixed my billing statement. I have been a loyal customer for years and expected better.,2025-11-26,Nov-25,06:48,Internet,Denver,CO,80014,Pending,No,Billing
662,"I was charged $40 twice on my bill this month and would like it corrected. No rush on this, whenever you get a chance is fine.",2025-06-22,Jun-25,22:23,Internet,Chicago,IL,60601,Solved,No,Billing
663,I have tried to cancel my account for three days and keep getting transferred with no resolution.,2026-01-21,Jan-26,05:01,Customer Care Call,San Diego,CA,92101,Open,Yes,Others
664,"I have a question about a charge of $15 on my latest bill, could someone clarify it? This has happened before and I don't want it to happen again.",2025-10-18,Oct-25,13:44,Customer Care Call,Portland,OR,97201,Pending,No,Billing
665,This is the second month in a row my bill is wrong by $40 and support keeps ignoring my emails. Thank you for looking into this.,2025-09-02,Sep-25,05:39,Internet,Chicago,IL,60601,Pending,No,Billing
666,I had a fine experience overall but wanted to mention the hold time was a bit long. I've already called twice about this exact issue.,2025-11-05,Nov-25,11:26,Internet,San Diego,CA,92101,Pending,No,Service
667,I have been overcharged $89.99 for two days now and no one has fixed my billing statement. Please escalate this to a supervisor if needed.,2026-06-04,Jun-26,07:29,Internet,Atlanta,GA,30301,Closed,Yes,Billing
